EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 15-03-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
15001,SATERLAND-SEDELSBERG                        ,DE  ,+53:02:48,+007:44:36,    7
15002,SATRUP                                      ,DE  ,+54:41:07,+009:37:32,   35
15003,SAUENSIEK                                   ,DE  ,+53:22:53,+009:35:49,   39
15004,SAUERLACH-ALTKIRCHEN                        ,DE  ,+47:57:39,+011:35:44,  652
15005,SAUGGART                                    ,DE  ,+48:10:59,+009:39:00,  538
15006,SAULGAU BAD-BOLSTERN                        ,DE  ,+47:59:13,+009:27:29,  630
15007,SAYDA                                       ,DE  ,+50:43:00,+013:25:59,  670
15008,SCHACKENSLEBEN                              ,DE  ,+52:11:52,+011:25:18,   95
15009,SCHAEFTLARN-KLOSTER SCHAEFTLARN             ,DE  ,+47:58:36,+011:28:09,  557
15010,SCHAFSTAEDT                                 ,DE  ,+51:22:44,+011:46:37,  153
15011,SCHAFTLACH                                  ,DE  ,+47:47:21,+011:41:16,  775
15012,SCHAINBACH                                  ,DE  ,+49:13:00,+010:04:59,  423
15013,SCHALKAU                                    ,DE  ,+50:23:39,+011:00:29,  397
15014,SCHALLODENBACH                              ,DE  ,+49:32:30,+007:43:01,  315
15015,SCHAPRODE-GRANSKEVITZ                       ,DE  ,+54:31:32,+013:13:28,    2
15016,SCHARFOLDENDORF                             ,DE  ,+51:55:59,+009:37:59,  154
15017,SCHAUENBURG-HOOF                            ,DE  ,+51:17:06,+009:20:48,  338
15018,SCHAUINSLAND                                ,DE  ,+47:54:34,+007:53:29, 1218
15019,SCHEFFLENZ-UNTERSCHEFFLENZ                  ,DE  ,+49:23:34,+009:16:00,  270
15020,SCHEIBE-ALSBACH                             ,DE  ,+50:29:30,+011:04:36,  620
15021,SCHEIBE-ALSBACH (TALSPERRE)                 ,DE  ,+50:29:25,+011:04:36,  650
15022,SCHEIDENS-WERBEN                            ,DE  ,+51:11:44,+012:13:39,  136
15023,SCHEIE                                      ,DE  ,+52:16:59,+009:03:00,   62
15024,ALTENBERG-SCHELLERHAU                       ,DE  ,+50:46:45,+013:40:53,  780
15025,SCHEMMERHOFEN-SCHEMMERBERG                  ,DE  ,+48:11:18,+009:49:18,  512
15026,SCHENKENHORST                               ,DE  ,+52:21:00,+013:12:00,   46
15027,SCHENKLENGSFELD-WUESTFELD                   ,DE  ,+50:49:14,+009:48:38,  357
15028,SCHESSLITZ-KUEBELSTEIN                      ,DE  ,+49:57:46,+011:06:00,  528
15029,SCHEURING                                   ,DE  ,+48:10:17,+010:53:42,  548
15030,SCHEYERN                                    ,DE  ,+48:30:09,+011:27:15,  481
15031,SCHIEDER-KAMERUN                            ,DE  ,+51:57:00,+009:09:00,  220
15032,SCHIELO                                     ,DE  ,+51:37:09,+011:13:09,  372
15033,SCHIERLING                                  ,DE  ,+48:50:07,+012:09:03,  369
15034,SCHIESSHAUS                                 ,DE  ,+51:49:59,+009:34:00,  395
15035,SCHIFFMUEHLE-NEUTORNOW                      ,DE  ,+52:48:38,+014:03:51,    4
15036,SCHILDAU                                    ,DE  ,+51:27:14,+012:55:45,  120
15037,SCHILDOW                                    ,DE  ,+52:37:59,+013:22:59,   40
15038,SCHILLINGSFUERST                            ,DE  ,+49:17:03,+010:15:15,  499
15039,SCHILTACH                                   ,DE  ,+48:17:21,+008:20:15,  360
15040,SCHKOELEN                                   ,DE  ,+51:03:00,+011:49:00,  220
15041,SCHKOENA                                    ,DE  ,+51:40:50,+012:32:26,  148
15042,SCHLADEN                                    ,DE  ,+52:01:27,+010:31:54,  117
15043,SCHLAGSDORF                                 ,DE  ,+53:43:36,+010:49:27,   35
15044,SCHLANGENBAD-BAERSTADT                      ,DE  ,+50:06:06,+008:04:21,  410
15045,SCHLANGENBAD-HAUSEN VOR DER HOEHE           ,DE  ,+50:04:59,+008:03:00,  480
15046,SCHLANSTEDT                                 ,DE  ,+52:00:50,+011:01:48,   96
15047,SCHLECHING                                  ,DE  ,+47:43:14,+012:23:34,  575
15048,SCHLEIDEN-GEMUEND                           ,DE  ,+50:34:28,+006:29:24,  370
15049,SCHLEIDEN-SCHOENESEIFFEN                    ,DE  ,+50:31:06,+006:23:56,  572
15050,SCHLEMMIN                                   ,DE  ,+54:13:14,+012:40:59,   21
15051,SCHLESWIG (DANNEWERKREIS)                   ,DE  ,+54:28:59,+009:31:59,   35
15052,SCHLEUSINGEN                                ,DE  ,+50:30:24,+010:45:42,  399
15053,SCHLIEBEN                                   ,DE  ,+51:43:41,+013:22:54,   75
15054,SCHLIERSEE                                  ,DE  ,+47:44:22,+011:51:28,  792
15055,SCHLITZ                                     ,DE  ,+50:40:00,+009:34:00,  230
15056,SCHLOSSVIPPACH                              ,DE  ,+51:06:16,+011:08:20,  172
15057,GLASHUETTE-SCHLOTTWITZ                      ,DE  ,+50:53:11,+013:48:39,  235
15058,SCHLUECHTERN-RAMHOLZ                        ,DE  ,+50:19:00,+009:37:00,  340
15059,SCHLUESSELFELD-HOHN AM BERG                 ,DE  ,+49:47:03,+010:32:26,  410
15060,SCHLUFT                                     ,DE  ,+51:43:59,+010:28:00,  560
15061,SCHMALLENBERG-BOEDEFELD                     ,DE  ,+51:14:57,+008:23:44,  490
15062,SCHMALLENBERG-FLECKENBERG                   ,DE  ,+51:07:59,+008:16:00,  364
15063,SCHMALLENBERG-SELLINGHAUSEN                 ,DE  ,+51:12:45,+008:16:00,  443
15064,SCHMELZ-LIMBACH                             ,DE  ,+49:28:32,+006:54:05,  280
15065,SCHMERGOW                                   ,DE  ,+52:27:19,+012:48:47,   37
15066,SCHMIDGADEN                                 ,DE  ,+49:24:42,+012:04:32,  416
15067,SCHMIDMUEHLEN                               ,DE  ,+49:16:50,+011:54:50,  453
15068,SCHMIEDEBERG                                ,DE  ,+50:50:35,+013:39:54,  460
15069,SCHMIEDEBERG BAD                            ,DE  ,+51:40:57,+012:44:04,   95
15070,SCHMIEDEFELD AM RENNSTEIG                   ,DE  ,+50:36:37,+010:48:32,  720
15071,SCHMIEDEFELD KRS.SAALFELD                   ,DE  ,+50:31:45,+011:13:31,  655
15072,SCHMITTEN-TREISBERG                         ,DE  ,+50:18:00,+008:25:59,  535
15073,SCHMOGROW                                   ,DE  ,+51:51:00,+014:10:59,   55
15074,SCHNACKENBURG-KAPERN                        ,DE  ,+53:01:00,+011:31:59,   18
15075,SCHNAITSEE                                  ,DE  ,+48:04:18,+012:22:09,  610
15076,SCHNEEBERG                                  ,DE  ,+50:35:08,+012:38:18,  450
15077,SCHNEGA                                     ,DE  ,+52:52:59,+010:54:00,   40
15078,SCHNEIZLREUTH-RISTFEUCHT                    ,DE  ,+47:40:05,+012:46:14,  523
15079,SCHNEIZLREUTH-UNTERJETTENBERG               ,DE  ,+47:40:41,+012:49:27,  507
15080,SCHNEIZLREUTH-WEISSBACH                     ,DE  ,+47:43:18,+012:46:17,  630
15081,SCHNELLBACH                                 ,DE  ,+50:45:00,+010:30:00,  400
15082,SCHNELLDORF                                 ,DE  ,+49:12:00,+010:10:59,  470
15083,SCHNEVERDINGEN                              ,DE  ,+53:09:10,+009:48:27,   67
15084,SCHOEFWEG                                   ,DE  ,+48:50:12,+013:13:50,  755
15085,SCHOELLNACH-TAIDING                         ,DE  ,+48:46:23,+013:10:50,  417
15086,SCHOEMBERG KREIS FREUDENSTADT               ,DE  ,+48:24:00,+008:25:00,  745
15087,SCHOENA SAECHSISCHE SCHWEIZ                 ,DE  ,+50:52:53,+014:12:51,  280
15088,SCHOENAU/NIEDERBAYERN                       ,DE  ,+48:28:59,+012:49:59,  435
15089,SCHOENAU/OBERBAYERN (DUERRECK)              ,DE  ,+47:36:02,+013:01:31, 1127
15090,SCHOENAU/SCHWARZWALD                        ,DE  ,+47:47:06,+007:53:36,  535
15091,SCHOENBECK                                  ,DE  ,+53:34:41,+013:34:19,   53
15092,SCHOENBERG                                  ,DE  ,+53:50:39,+010:55:54,   10
15093,SCHOENBERG IN HOLSTEIN                      ,DE  ,+54:23:53,+010:22:10,    7
15094,SCHOENBERG-PFAFFRODA                        ,DE  ,+50:52:03,+012:31:19,  275
15095,SCHOENBERG/NIEDERBAYERN                     ,DE  ,+48:50:22,+013:20:24,  547
15096,SCHOENBRUNN/SACHSEN                         ,DE  ,+50:38:44,+013:03:48,  400
15097,SCHOENBRUNN (TALSPERRE)                     ,DE  ,+50:32:35,+010:52:46,  555
15098,SCHOENBRUNN-OBERNEUBRUNN                    ,DE  ,+50:31:44,+010:53:44,  480
15099,SCHOENBRUNN/BADEN                           ,DE  ,+49:24:37,+008:56:06,  350
15100,SCHOENEBECK                                 ,DE  ,+53:03:42,+012:14:12,   78
15101,SCHOENEBECK/ELBE                            ,DE  ,+51:59:57,+011:45:42,   52
15102,SCHOENECK-KOTTENHEIDE                       ,DE  ,+50:22:45,+012:23:58,  768
15103,SCHOENEICHE BEI BERLIN                      ,DE  ,+52:27:55,+013:41:09,   40
15104,SCHOENERMARK                                ,DE  ,+53:19:51,+013:43:54,   65
15105,SCHOENEWALDE                                ,DE  ,+51:48:47,+013:14:08,   79
15106,SCHOENEWERDA                                ,DE  ,+51:19:22,+011:21:56,  119
15107,SCHOENFELD                                  ,DE  ,+51:17:53,+013:41:45,  135
15108,SCHOENHARDT                                 ,DE  ,+49:07:00,+009:33:00,  470
15109,SCHOENINGEN                                 ,DE  ,+52:07:59,+010:57:00,  170
15110,SCHOENMUENZACH                              ,DE  ,+48:36:00,+008:22:00,  480
15111,SCHOENOW                                    ,DE  ,+52:40:23,+013:32:08,   65
15112,SCHOENSEE-DIETERSDORF                       ,DE  ,+49:31:36,+012:34:13,  685
15113,SCHOENTAL-BIERINGEN                         ,DE  ,+49:20:30,+009:32:17,  230
15114,SCHOENWALDE KREIS DAHME-SPREMBERG           ,DE  ,+51:59:08,+013:46:31,   53
15115,SCHOEPPENSTEDT-GROSS RODE                   ,DE  ,+52:11:34,+010:46:54,  290
15116,SCHOEPPINGEN                                ,DE  ,+52:05:30,+007:14:35,  100
15117,SCHOLLBRUNN                                 ,DE  ,+49:50:18,+009:27:42,  408
15118,SCHOLLENE                                   ,DE  ,+52:39:46,+012:10:51,   29
15119,SCHOPFHEIM (HEBELSTR.)                      ,DE  ,+47:39:00,+007:49:59,  376
15120,SCHOTTEN-BREUNGESHAIN ( JUGENDHERBERGE)     ,DE  ,+50:31:00,+009:13:23,  702
15121,SCHOTTEN-BREUNGESHAIN                       ,DE  ,+50:31:00,+009:13:00,  565
15122,SCHRAMBERG                                  ,DE  ,+48:13:00,+008:22:59,  502
15123,SCHRAPLAU                                   ,DE  ,+51:26:03,+011:40:05,  135
15124,SCHRECKSBACH-HOLZBURG                       ,DE  ,+50:49:59,+009:15:00,  264
15125,SCHREPKOW                                   ,DE  ,+52:58:24,+012:06:41,   46
15126,SCHROBENHAUSEN                              ,DE  ,+48:33:14,+011:17:03,  414
15127,SCHROZBERG                                  ,DE  ,+49:20:42,+009:58:50,  455
15128,SCHROZBERG-SPIELBACH                        ,DE  ,+49:22:59,+010:04:00,  456
15129,SCHUETTORF                                  ,DE  ,+52:19:00,+007:13:59,   31
15130,SCHUSSENRIED BAD-OLZREUTE                   ,DE  ,+48:00:38,+009:41:08,  586
15131,SCHUTTERTAL                                 ,DE  ,+48:16:09,+007:57:11,  255
15132,SCHUTTERTAL-SCHWEIGHAUSEN                   ,DE  ,+48:13:06,+007:57:33,  398
15133,SCHWAAN                                     ,DE  ,+53:56:35,+012:07:18,   18
15134,SCHWABACH                                   ,DE  ,+49:19:35,+011:00:42,  343
15135,SCHWABBRUCK                                 ,DE  ,+47:49:28,+010:50:09,  730
15136,SCHWABMUENCHEN                              ,DE  ,+48:12:02,+010:43:45,  538
15137,SCHWABSTEDT                                 ,DE  ,+54:24:00,+009:10:59,    4
15138,SCHWAIGERN-STETTEN AM HEUCHELBERG           ,DE  ,+49:07:42,+009:00:16,  197
15139,SCHWALBACH BAD-LANGENSEIFEN                 ,DE  ,+50:07:18,+008:02:09,  480
15140,SCHWALLUNGEN                                ,DE  ,+50:41:27,+010:21:02,  260
15141,SCHWALMSTADT-ASCHERODE                      ,DE  ,+50:54:11,+009:12:46,  225
15142,SCHWALMTAL-BRAUERSCHWEND                    ,DE  ,+50:42:00,+009:19:59,  325
15143,SCHWANAU-OTTENHEIM                          ,DE  ,+48:23:04,+007:45:29,  153
15144,SCHWANEWEDE-NEUENKIRCHEN                    ,DE  ,+53:14:00,+008:30:41,    1
15145,SCHWANEWEDE-MEYENBURG                       ,DE  ,+53:16:00,+008:36:00,    7
15146,SCHWANGAU-NEUSCHWANSTEIN                    ,DE  ,+47:33:25,+010:44:58, 1008
15147,WENDELSTEIN-KLEINSCHWARZENLOHE              ,DE  ,+49:20:33,+011:06:27,  331
15148,SCHWARME                                    ,DE  ,+52:54:29,+009:02:43,   12
15149,ESSEL                                       ,DE  ,+52:40:45,+009:39:07,   28
15150,SCHWARTAU BAD -GROSS PARIN                  ,DE  ,+53:56:17,+010:41:53,   26
15151,SCHWARZACH/MAIN (KLAERWERK)                 ,DE  ,+49:47:51,+010:13:08,  188
15152,SCHWARZBACHWACHT                            ,DE  ,+47:37:59,+012:51:00,  893
15153,NAILA-LIPPERTSGRUEN                         ,DE  ,+50:18:28,+011:38:35,  637
15154,SCHWARZENBACH AM WALD-RODECK                ,DE  ,+50:15:59,+011:38:24,  685
15155,SCHWARZENBACH-GOETZMANNSGRUEN               ,DE  ,+50:11:33,+011:53:35,  521
15156,SCHWARZENBACH AM WALD (DOEBRABERG)          ,DE  ,+50:16:44,+011:38:52,  787
15157,SCHWARZENBEK                                ,DE  ,+53:30:11,+010:29:12,   40
15158,SCHWARZENBRUCH                              ,DE  ,+48:22:00,+008:13:59,  620
15159,SCHWARZENBRUCK                              ,DE  ,+49:21:28,+011:14:39,  363
15160,SCHWARZENFELD                               ,DE  ,+49:23:26,+012:08:06,  365
15161,OBERE FIRSTALM/SCHLIERSEER BERGE            ,DE  ,+47:40:10,+011:51:15, 1369
15162,SCHWARZHOLZ                                 ,DE  ,+52:44:48,+011:58:45,   30
15163,SCHWEDT/ODER                                ,DE  ,+53:04:09,+014:19:23,    6
15164,SCHOPFHEIM-SCHWEIGMATT                      ,DE  ,+47:40:53,+007:52:53,  723
15165,SCHWENDI-KLEINSCHAFHAUSEN                   ,DE  ,+48:11:31,+009:57:27,  536
15166,SCHWENNINGEN KREIS SIGMARINGEN              ,DE  ,+48:06:15,+008:59:44,  835
15167,SCHWEPNITZ                                  ,DE  ,+51:19:50,+013:57:32,  142
15168,SCHWERIN-GOERRIES                           ,DE  ,+53:36:38,+011:23:07,   48
15169,SCHWERIN-MUESS                              ,DE  ,+53:36:00,+011:28:59,   38
15170,SCHWERTE                                    ,DE  ,+51:28:00,+007:34:00,  180
15171,SCHWETZINGEN                                ,DE  ,+49:22:53,+008:34:14,   99
15172,SCHWICKERSHAUSEN                            ,DE  ,+50:27:00,+010:22:00,  365
15173,SCHWINKENDORF                               ,DE  ,+53:38:42,+012:40:54,   55
15174,SDIER (WASSERWERK)                          ,DE  ,+51:16:21,+014:29:27,  150
15175,SEBNITZ                                     ,DE  ,+50:58:37,+014:15:30,  335
15176,SEEBACH (TALSPERRE)                         ,DE  ,+51:09:06,+010:28:26,  212
15177,SEEBENAU                                    ,DE  ,+52:53:26,+011:01:09,   28
15178,STAAKEN                                     ,DE  ,+52:32:25,+013:07:27,   31
15179,SEEDORF KREIS LUENEBURG                     ,DE  ,+53:10:05,+010:42:28,   48
15180,SEEDORF KREIS SEGEBERG -BLOMNATH            ,DE  ,+54:01:46,+010:28:31,   31
15181,SEEFELD/OBERBAYERN-UNERING                  ,DE  ,+48:01:50,+011:15:06,  646
15182,SEEG (KLAERANLAGE)                          ,DE  ,+47:40:14,+010:37:36,  802
15183,SEEHAUSEN/BOERDEKREIS                       ,DE  ,+52:06:00,+011:17:52,  140
15184,SEEHEIM-JUGENHEIM                           ,DE  ,+49:45:00,+008:37:59,  132
15185,SEELBACH                                    ,DE  ,+48:18:38,+007:56:52,  255
15186,SEELOW                                      ,DE  ,+52:31:57,+014:22:28,   55
15187,SEESEN-RHUEDEN                              ,DE  ,+51:56:39,+010:07:57,  132
15188,SEESHAUPT                                   ,DE  ,+47:49:14,+011:18:51,  584
15189,SEEVETAL-HITTFELD                           ,DE  ,+53:22:59,+010:00:00,   14
15190,SEEWALD-BESENFELD                           ,DE  ,+48:36:00,+008:25:59,  804
15191,GOERWIHL-SEGETEN                            ,DE  ,+47:39:32,+008:01:21,  879
15192,SEGNITZ                                     ,DE  ,+49:40:26,+010:08:30,  184
15193,SEHNDE                                      ,DE  ,+52:19:05,+009:57:47,   64
15194,SEIFARTSDORF                                ,DE  ,+50:57:00,+011:58:00,  215
15195,SEIFEN                                      ,DE  ,+50:37:46,+007:33:37,  205
15196,SEINSFELD                                   ,DE  ,+50:03:00,+006:39:00,  435
15197,KOEHN                                       ,DE  ,+54:20:39,+010:27:29,   40
15198,SELFKANT-HAVERT                             ,DE  ,+51:02:21,+005:54:24,   46
15199,MAINHAUSEN-ZELLHAUSEN                       ,DE  ,+50:00:51,+008:58:13,  126
15200,SELMSDORF                                   ,DE  ,+53:52:05,+010:52:27,   70
15201,SELSINGEN                                   ,DE  ,+53:22:14,+009:13:09,   22
15202,SELTERS/TAUNUS-NIEDERSELTERS                ,DE  ,+50:20:08,+008:13:22,  159
15203,SEMBTEN                                     ,DE  ,+52:00:42,+014:37:58,   82
15204,NEU-ULM-HAUSEN                              ,DE  ,+48:20:43,+010:03:43,  514
15205,SENDEN-OTTMARSBOCHOLT                       ,DE  ,+51:49:59,+007:33:00,   61
15206,SENFTENBERG                                 ,DE  ,+51:30:51,+014:01:00,  102
15207,SENSBACHTAL-SALMSHUETTE                     ,DE  ,+49:31:05,+009:01:36,  335
15208,SERNO                                       ,DE  ,+51:59:43,+012:25:30,  120
15209,SERSHEIM                                    ,DE  ,+48:57:48,+009:01:27,  210
15210,SETH                                        ,DE  ,+53:51:00,+010:10:59,   33
15211,FUERSTENAU                                  ,DE  ,+52:30:56,+007:40:33,   46
15212,SEUBERSDORF/OBERPFALZ                       ,DE  ,+49:09:43,+011:37:36,  515
15213,SEYBOTHENREUTH                              ,DE  ,+49:53:21,+011:42:42,  411
